HourUTC,HourDK,PriceArea,ConsumerType_DE35,TotalCon,EventTimestamp,DMY,Hour,Minute,DayOfWeek,Quarter,Month,Day,Year,Season,Dayofyear,DayOfMonth,WeekOfYear,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,IsWorkingDay,IsBusinessHours,IsPeakHour,MinuteOfDay,MinuteOfWeek
2022-10-30 00:00,2022-10-30 02:00,DK2,119,24851,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,121,93863,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,122,27765,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,123,4127,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,130,13402,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,211,16726,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,212,2496,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,215,125,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,220,776,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,310,19281,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,320,1648,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,330,690,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,340,3137,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,350,21822,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,360,9479,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,370,517,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,381,423,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,382,25989,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,390,1457,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,410,4526,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,421,31197,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,422,16021,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
2022-10-30 00:00,2022-10-30 02:00,DK2,431,10380,2022-10-30 02:00:00,30-10-2022,2,0,6,4,10,30,2022,4,303,30,43,True,False,False,False,False,False,False,False,120,8760
